job,wages,welfare,location,req
['Java开发工程师（研发部））'],['1.3-2.6万/月'],"['五险一金', '通讯补贴', '绩效奖金', '定期体检']",['北京-石景山区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['1、负责基于大数据平台应用的软件系统开发和文档编写；', '2、负责进行软件系统的功能定义、接口定义及详细设计；', '3、根据需求文档或设计文档完成代码编写、调试、测试与维护；', '4、主导团队开发人员工作，并能提供性能优化、安全性建议；', '5、分析并解决软件系统开发过程中的问题。', '任职要求：', '1、计算机或相关专业本科及以上学历，3年以上Java开发经验；', '2、具备良好的Java基础，掌握JAVA主流框架：Spring MVC、Spring Boot、MyBatis等，熟悉微服务架构；', '3、精通Oracle、Redis，熟悉主流数据库技术，如Sql Server、MySQL及PostageSQL等，可以根据需求合理设计数据库；', '4、熟悉大流量、高并发、高性能的分布式系统的设计及应用，熟悉安全机制及性能调优；', '5、了解数据中台相关技术的开发，在数据治理，数据质量，数据安全等领域有实际的工作经验优先；', '6、有实际的大数据产品、可视化大屏、数据可视化项目开发经验者优先；', '7、良好的沟通能力、团队协作精神和承受压力的能力，严谨的工作态度与高质量意识，善于学习新的知识、热爱技术、有进取心。']"
['Java中级开发工程师'],['1.2-1.4万/月'],[],['上海\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招若干人\xa0\xa0|\xa0\xa001-22发布'],"['1、计算机相关专业，需具备至少3年的java开发经验；', '2、了解\xa0HTML\xa0/\xa0JAVASCRIPT\xa0/\xa0JSON\xa0/\xa0AJAX\xa0等技术；', '3、有良好的java编程基础，良好的编码习惯，有使用过\xa0REDIS\xa0/\xa0MAVEN\xa0/\xa0GIT\xa0的经验，有使用\xa0IDEA\xa0开发工具优先；', '4、熟练使用常用的java开源框架：SPRING\xa0/\xa0SPRINGBOOT\xa0/\xa0MYBATIS\xa0等；', '5、具备良好的数据库基础，熟悉\xa0MYSQL\xa0/\xa0ORACLE\xa0/\xa0POSTEGRE\xa0等任意一种数据库，熟练使用SQL语言；', '6、具备良好的沟通理解能力、团队协作、抗压、创新与学习能力，积极主动，责任心强；', '7、有高并发开发经验者优先，有熟悉并具备使用java设计模式者优先。']"
['java工程师'],['1-1.5万/月'],[],['北京\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招3人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责:', '1.根据项目经理的任务安排，撰写相关设计文档，完成应用软件的设计模块、开发和交付，完成软件的开发、测试、修改bug等工作；', '2.完成相关技术文档的撰写；', '3.完成领导交办的其他工作。', '任职资格：', '1.1-3年以上java开发经验，熟悉java/J2EE变成，熟悉SSH框架。能够根据项目经理的任务安排，撰写相关设计文档，完成应用软件的模块设计、开发和交付；', '2.有银行、金融行业从业经验者优先，全日制统招本科以上。']"
['高级java程序员'],['1.1-1.4万/月'],[],['青岛\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招若干人\xa0\xa0|\xa0\xa001-22发布'],"['职位描述：', '诚聘Java高级程序员两名', '技能要求：', 'Java，MySQL，Shell，数据库，爬虫，Linux', '\xa0', '1. 欧美职业文化，公司提供持续的员工培训。', '2. 有机会接触最新开源技术，海量数据处理。', '3. 公司提供访美工作和学习机会。', '\xa0', '职位要求：', '\xa0', '1、热爱编程喜欢编程、具备良好的逻辑思维能力、学习能力和解决问题能力。', '\xa0', '2、具备扎实的Java基础，熟悉java代码规范', '\xa0', '3、精通常用java类库，熟悉常用设计模式，熟悉mvc架构模式。', '\xa0', '4、熟练使用 git，maven ，svn，eclipse 等常用开发工具,\xa0Linux 基本操作', '\xa0', '5、熟悉mysql，了解mongdb。', '\xa0', '6、熟悉Amazon AWS service尤佳。', '\xa0', '7、本科及以上学历，计算机相关专业，3年以上相关工作经验。', '\xa0']"
['Java高级开发工程师（开发经理）'],['1.3-2万/月'],"['弹性工作', '五险一金', '绩效奖金', '节日福利', '周末双休', '股票期权', '员工旅游', '年终奖金', '专业培训', '项目提成']",['厦门\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['1.\xa0负责互联网医院，自助机，支付平台产品核心系统设计、开发、优化；\xa0', '2.\xa0参与核心业务的技术攻关，参与系统稳定性、性能和扩展性调优；', '3.\xa0负责公司初级JAVA工程师技术指导；\xa0', '4.\xa0负责各个项目的协调沟通，与客户、商务、其他厂家的技术沟通，以及人员安排，开发计划安排；', '5.\xa0参与需求评审、设计评审、代码评审等评审工作；包括医院部分的需求及产品部分的需求；', '6.负责相关技术文档编写和更新维护。', '任职要求：', '1.\xa0三年以上Java开发经验', '2.精通Java，熟练掌握SpringBoot/SpringCloud微服务开发模式，有实际项目经验。', '3.掌握数据库原理，至少具有2年及以上MySQL、Oracle、sql\xa0server等其中一种数据库在大型系统中的使用经验', '4.熟练掌握缓存、消息队列、微服务等主流框架和技术，如Spring、MyBatis、Spring\xa0Boot、Redis、Mq等;', '5.熟悉掌握webservice、http协议；json、xml、hl7等数据格式的转换', '6.熟悉主流Web应用服务器，如Tomcat、Nginx等，熟悉Linux常用命令，了解postman，soapUI调试工具，熟悉git、IDEA等开发工具的使用;', '7.善于思考，具有优秀的解决问题能力；良好的组织沟通能力及团队协作精神，能够对团队成员进行技术指导；', '8.具备吃苦耐劳的精神，具备良好的沟通表达能力、责任心和团队协作能力，能接受出差；', '9.\xa0有如下特征优先考虑：', '\xa0\xa0\xa0\xa0a.有医疗行业经验优先', '\xa0\xa0\xa0\xa0b.有全栈开发经验优先，vue，jsp', '\xa0\xa0\xa0\xa0c.\xa0在github有代码贡献或技术博客', '\xa0\xa0\xa0\xa0d.\xa0热爱技术，具有技术钻研精神，并具有较强自驱学习能力。']"
['Java软件开发工程师'],['10-15万/年'],"['五险一金', '补充医疗保险', '员工旅游', '出国机会', '绩效奖金', '年终奖金', '弹性工作', '定期体检']",['杭州-滨江区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招若干人\xa0\xa0|\xa0\xa001-22发布\xa0\xa0|\xa0\xa0英语良好'],"['·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  根据需求参与项目模块的设计、开发和单元测试等工作', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  能够独立的分析业务逻辑，交付设计方案', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  善于与客户进行沟通，分析，并给出适当的设计方案', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  参与项目上线之后的技术支持', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  重视交付、质量与客户价值', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  乐于去学习新的技术', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  本科或以上学历，计算机及相关专业，非相关专业但有相关工作经验的也可考虑', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  能适应快速变化和有挑战的工作环境', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  优秀的沟通和人际交往能力，能和技术人员以及非技术人员进行有效沟通', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  能熟练使用英语作为工作语言', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  2年以上Java开发经验，掌握 Spring Boot 框架的使用，有Spring Cloud框架实际项目经验者优先', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  熟悉Hibernate，MyBatis，JPA框架，理解相关的第三方和开源框架', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  熟练使用MySQL数据库  （有复杂数据迁移、性能调优者优先）', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  熟悉Microsoft  Azure的使用与发布，熟练掌握Docker/k8s容器与框架的整合使用。', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  能理解和分解功能性需求，能根据需求制定出相应的软件解决方案', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  有敏捷项目开发经验者优先', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  良好的文档编写能力，能够将写的代码编辑成文档（包括技术文档和功能性文档）', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  熟练掌握 redis/zk/Kafka  等中间件', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  有使用以 Kafka作为微服务事件流平台的经验', 'Responsibilities:', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  Serve as a  full-time technical resource participating in the design and implementation of  a project', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  Work and  participate in project design, development and unit testing phases based on  business requirements', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  Ability to analyze  business logic independently and deliver technical solutions', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  Be good at  communicating with customers, analyzing and giving appropriate design solutions', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  Participate in  technical support after the project goes online', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  Focus on delivery,  quality and customer values', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  Willing to learn  new technologies', 'Qualifications:', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  BS in Computer  Science (or related field) is desired. Candidates with significant relevant  work experience may also be considered', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  Ability to work in  a fast moving / changing environment', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  Excellent  communication and people skills, with proven ability to communicate effectively  with both technical and non-technical personnel', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  Experience of  using English as the working language', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  2+ years technical  experiences in Java and Spring Boot 2 framework; project experiences in Spring  Cloud framework is preferred', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  Solid experiences  with Hibernate, MyBatis, JPA framework; good understanding related third-party  and open source frameworks', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  Experienced in  MySQL database (Data migration, performance tuning are preferred)', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  Familiar with  Microsoft Azure Cloud, proficient in the integration of Docker containers and  frameworks.', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  Demonstrated  ability to understanding and decompose functional requirements into a software  solution', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  Documentation  skills to the level of being able to document self-written code (technical and  functional documentation)', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  Experience in  Agile/Scrum project development is preferred', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  Experience in redis/zk/Kafka', '                                                                                                                                                                                    ', '·\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  Experience in  Kafka as a micro-service event stream platform', '了解我们：', '总公司：Perficient', '公司地址：滨江区阡陌路459号聚光中心C1座4楼(距地铁一号线江陵路站565米，步行10分钟)']"
['JAVA后台软件工程师'],['0.8-1万/月'],"['五险一金', '弹性工作', '年终奖金', '绩效奖金']",['深圳-南山区\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招若干人\xa0\xa0|\xa0\xa001-22发布\xa0\xa0|\xa0\xa0英语熟练\xa0\xa0|\xa0\xa0软件工程'],"['1）软件或计算机应用专业，本科以上学历，二年以上工作经验', '2）熟悉HTML,js,ajax,java,svn,熟练使用eclipse\xa0软件', '3）熟悉windows,android,linux等操作系统', '4） 熟悉 Oracle 11g以上，熟悉数据库优化算法', '5）熟悉mysql 5.0以上，具有20人以上项目经验', '6）扎实的JAVA语言基础；熟悉J2EE（JSP、JAVABEAN、SERVERLET、JDBC、STRUTS、SPRING等）。', '7） 具有良好的沟通能力，具有合作意识，团队精神。勤奋、敬业。']"
['RD2-Java开发工程师（大数据方向）'],['1.5-2.5万/月'],"['五险一金', '绩效奖金', '年终奖金', ',年终双薪,', '季度奖金,', '周末双休,', '年度旅游,', '带薪年假,', '节日福利,', '岗位晋升']",['深圳-宝安区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['工作职责:', '1.负责公司大数据平台（运维监控及业务分析）的设计及开发工作；', '2.对业务问题进行深入分析，定义存储模型，为运维、运营及产品提供数据支持；', '3.负责搭建业务数据体系，为业务系统提供数据支撑。', '任职资格:', '1.本科及以上学历，熟悉Linux，三年及以上相关经验；  ', '2.熟悉Hadoop、Hbase、kafka、redis、flink等相关技术，主导过数据平台建设者优先；', '3.精通SQL，熟悉常用的关系型数据库、非关系性数据库和数据仓库，具有SQL性能优化经验；', '4.精通java语言编程，熟悉SpringBoot相关技术；', '5.思维敏捷，对新技术敏感，有较强的钻研学习能力。']"
['Java开发工程师'],['2-2.5万/月'],[],['广州-黄埔区\xa0\xa0|\xa0\xa05-7年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1. 根据需求，完成必要的需求分析，可行性分析，设计完善的技术架构设计规划并实现高并发的分布式系统。', '2. 负责复杂问题排查总结和技术难点公关。', '3. 精通当前主流的架构技术，对项目提出优化建议和方案。', '4. 保证代码的高质量，组织进行代码评审。', '5. 开发并封装常用脚手架组件库，提高开发效率。', '6. 指导工程师更好地进行开发工作。', '岗位要求：', '1. 熟练使用java语言，至少5年以上的使用经验。', '2. 具有至少3年以上高并发系统的开发经验。', '3. 熟练使用Mysql，Redis，并进行存储结构设计和调优。', '4. 熟练使用SpringBoot，SpringCloud框架，熟悉服务的注册，发现，熔断，守护和网关等微服务原理。', '5. 熟悉基本的数据结构和算法，掌握基本的设计模式。', '6. 熟练使用至少各一种PRC和MQ的消息中间键.', '7. 具备良好的编程习惯，勤奋上进。', '8. 具有团队意识，三观端正。']"
['Java高级开发工程师'],['1.8-2.5万/月'],"['弹性工作', '五险一金', '定期体检', '带薪年假', '团队聚餐', '年度旅游', '扁平管理', '节日礼物', '午餐补助']",['上海-静安区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招3人\xa0\xa0|\xa0\xa001-22发布'],"['。', '\xa0', '\xa0\xa0', '\xa0 \xa0', '\xa0\xa0', '\xa0\xa0', '\xa0']"
['Java开发工程师'],['1-1.5万/月'],"['五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '年终奖金', '周末双休']",['苏州\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布\xa0\xa0|\xa0\xa0计算机科学与技术 软件工程'],"['岗位职责', '1. 针对软件开发的需求点提出技术解决方案；', '2. 对软件产品出现的问题做原因分析和解决；', '3.验证软件实现与架构、设计的一致性；', '4. 配合完成移动应用软件的测试，完成与开发相关的文档编写。', '岗位能力', '1. 大专以上计算机相关专业；', '2. 2年或以上的Java Web 开发经验；', '3.熟练使用Eclipse或IDEA等Java集成开发环境；', '4.熟悉Servlet/JSP规范或Spring 、Struts/SpringMVC、myBatis/Hibernate等开源架构；', '5.熟悉Oracle、MySQL、SQL Server等至少一种关系数据库，了解SQL语句优化和关系型数据库的性能调优；', '6.熟悉jQuery或AngularJS等前端技术；', '7.对软件工程和计算机技术有钻研的热情；', '8.做事主动，乐于沟通。']"
['Java开发主管'],['1.3-2万/月'],"['周末双休', '五险一金']",['广州-天河区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招若干人\xa0\xa0|\xa0\xa001-22发布'],[]
['高级Java工程师'],['1.5-2.5万/月'],"['五险一金', '周末双休', '带薪年假', '免费班车', '餐饮补贴', '通讯补贴']",['广州-黄埔区\xa0\xa0|\xa0\xa05-7年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1、负责系统架构设计和功能模块设计；', '2、负责平台系统后端的开发和维护工作；', '3、参与产品需求分析、平台系统的模块设计，编写接口文档和其他设计交付文档；', '4、编写单元测试用例，执行单元测试；', '5、参与系统测试联调，及时修复bug；', '6、定期汇总、分析技术问题，对产品优化提出改进建议。', '任职要求：', '1、计算机或网页设计相关专业，本科以上学历，5年以上后端开发的工作经验，做过大型平台型项目优先；', '2、熟练掌握SSH或springMVC架构应用开发，精通springCloud框架开发；', '3、熟悉linux环境和配置 熟练使用docker优先；', '4、熟悉mongodb和mysql使用及调优；数据库读写分离，主从备份，分库分表等技术；', '5、熟悉redis或memcached缓存技术，消息队列开发，jvm内核和多线程开发。', '6、善于编写产品模块设计接口说明，具备良好的文档编写能力，会使用数据库设计工具PowerDesign建模；', '7、具有较强的逻辑思维能力、独立工作能力和良好团队精神，能很快适应新的环境，自学能力强；善于思考，能解决复杂的技术问题。', '8、有Java后端架构微服务架构设计开发和有数据BI开发和支付经验优先优先。', '9、有大数据Hadoop开发经验,参与过推荐系统(ItemCF) 研发,熟悉 DMP 系统优先']"
['高级JAVA工程师'],['1.2-1.8万/月'],"['五险一金', '员工旅游', '餐饮补贴', '年终奖金']",['上海-长宁区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招3人\xa0\xa0|\xa0\xa001-22发布\xa0\xa0|\xa0\xa0计算机科学与技术 计算机应用'],"['1、本科以上学历，计算机科学与技术相关专业，3年以上java项目开发工作经验；\xa0', '2、熟悉html、javascript、ajax、jsp；\xa0', '2、精通J2EE开发，具有丰富的Web开发经验；\xa0', '3、熟悉主流开发框架，能够独立进行技术研发；\xa0', '4、熟练掌握主流数据库和主流应用服务器；\xa0', '5、有良好的编程习惯和工程化的开发习惯，思路清晰，推理严谨，善于学习和自我提高；\xa0', '6、工作态度认真、责任心强，具备良好的沟通能力和团队合作精神。\xa0']"
['Java中级开发工程师'],['1-1.5万/月'],"['五险一金', '补充医疗保险', '做五休二', '带薪年假']",['北京-朝阳区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招5人\xa0\xa0|\xa0\xa001-22发布'],"['1、熟练掌握JAVASE,J2EE核心技术，具有扎实的JAVA基础；', '2、有良好的面向对象编程思想，熟悉常用的设计模式；', '3、精通spring,mybatis,hibernate,springMVC,springboot等常用框架；', '4、熟练掌握Mysql,sqlserver,oracle等数据库中的至少一种；', '5、熟练使用常用的Linux命令，熟悉Linux环境下的部署和问题排查；', '6、精通sql语句，熟悉常用的sql优化；', '7、熟练掌握webservice接口，HTTP接口至少一种；', '8、有系统集成经验有限；', '9、有过大型公司内部管理系统（OA、EHR、CRM）开发经验者优先；', '10、熟练使用JAVA工作流引擎Activiti或flowable或商业工作流软件，有实际落地项目优先；', '11、有良好的团队合作经验，良好的沟通交流能力，有较强的独立解决问题、自主学习的能力，能快速熟悉并掌握新技术。']"
['Java开发工程师'],['0.8-1.2万/月'],"['五险一金', '年终奖金', '定期体检']",['青岛-高新区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['（2）Java基础扎实，熟悉常用集合、并发包、多线程、IO/NIO，了解JVM原理；', '（3）熟悉设计模型，良好的代码质量和习惯，有一定的系统架构设计能力；', '（4）熟悉Web前端技术，包括JQuery/AngularJS/Javascript/Ajax。', '（5）熟悉主流开源框架，如Spring、SpringMVC、SpringBoot、MyBatis、Json、Jquery等；', '（6）熟悉数据库设计和开发，熟练使用Oracle，有较好的SQL编写和优化能力，了解数据库原理；', '（7）熟悉WebLogic、Tomcat、Jetty等常用应用服务器，有一定的性能优化能力；', '（8）熟悉Linux系统常用命令，Shell脚本语言；', '（9）热衷于软件开发工作、具有强烈的责任意识和开放的心态，同时，事业心强，勤奋好学，有团队精神。']"
['Java开发工程师'],['1-1.5万/月'],"['五险一金', '补充医疗保险', '定期体检', '年终奖金', '股票期权', '员工旅游']",['长沙-雨花区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招3人\xa0\xa0|\xa0\xa001-22发布'],"['1、全日制本科或以上学历，计算机或通信相关专业；', '2、\xa0熟练使用eclipse\xa0/\xa0myeclipse\xa0及其插件进行程序开发，熟练进行\xa0debug\xa0；', '3、熟练使用\xa0Oracle\xa0，以及\xa0mysql、SqlServer中的一种及以上数据库有过相关项目开发经验；', '4、对软件构架设计方法有深刻理解和认识，具有一定的构架设计基础；', '5、负责系统的架构基础设计、核心代码开发、协助技术实施；', '6、熟悉HTML、CSS、Javascript、Ajax等相关技术及分布式相关知识；', '7、使用过普元EOS开发平台\\PowerBuilder开发工具的可享受额外待遇。']"
['java中高级开发工程师'],['1.2-1.8万/月'],[],['深圳-福田区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['1、本科3年以上软件开发经验。', '2、熟练掌握SpringMvc,Structs,Hibernate,JPA,\xa0mybatis', '3、熟练掌握SpringBoot,\xa0SrpingCloud', '4、熟练掌握MySql，Redis，memcached，具备优化SQL的能力。', '5、熟悉AUTH2.0，\xa0Spring\xa0Security等安全方面的设计', '6、熟练掌握TOMCAT，nginx\xa0必要配制。', '7、熟悉上线发布流程,\xa0常用LINUX命令，熟悉centOs，搭建静态资源，文件服务器', '8、熟悉rabbitmq,\xa0kafka等消息消息中间件', '9、搭建SrpingCloud框架、熟悉时序数据库优先', '职责：', '1、熟悉敏捷开发模式，根据设计文档和开发规范，独立编写高质量代码；', '2、参与需求分析，进行功能设计并根据需求搭建开发环境；', '3、发现并修复BUG，不断优化现有产品，提高产品稳定性、可扩展性及用户体验；', '4、参与开发成果评审，关注前沿技术研究，并应用于项目开发中。']"
['Java开发工程师'],['1-1.5万/月'],"['五险一金', '员工旅游', '绩效奖金', '年终奖金', '专业培训', '弹性工作', '定期体检']",['广州-越秀区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],[]
